SalvageErrorStd,MeanPerformanceRatio,MeanRegret
0,0.998562301858354,1.26324428718664
0.5,0.998356201982107,1.44433549382987
1,0.997823389364498,1.91249530835494
2,0.994644028416463,4.70606472196623
3,0.983423113309522,14.5654061895832
4,0.970203699114729,26.1807439143764
5,0.955729837547368,38.8983112596087
