SampleSize,MeanPerformance Ratio,MeanRegret
5,0.985685025041295,12.5779604313178
10,0.992934131787363,6.20847825775648
20,0.996291085646008,3.25886549730132
50,0.99856953305889,1.25689053843946
100,0.999283493624859,0.629563716407652
250,0.999706032433728,0.258296813465247
500,0.999853396988086,0.128813839233652
1000,0.999927807861199,0.063432165820481
